review_es,sentiment
"Por lo general, estoy un poco fanático de los increíbles de los años ochenta y las primeras noventa. La película que ofrece ahora tiene beta ... pero esta película es tan increíblemente terrible que fue una verdadera prueba de resistencia para sentarse.Los chicos se visten cuando las chicas se han hecho hasta la muerte, pero nunca tan patéticamente.El rendimiento de Corey Haim fue abismal como de costumbre, Nicole Eggert no era mucho mejor.Esto no tiene cualidades de redención, incluso si usted es un fan número 1 de un actor / actriz en esta pieza de basura, ¡manténgase alejado!",negative
"Ahora he visto algunas películas de Pedro Almodóvar, pero esto tendría que ser el más decepcionante hasta ahora.Esta película parecía carecer de la zanidad que suele ser en todas partes en sus películas, y la historia nunca me interesó.Muchos regulares de Almodóvar aparecen en esta película, por lo que no es como si hubiera una falta de talento en pantalla, pero esta película simplemente parecía más seria que sus otras películas.Si hubiera un borde cómico a esta película, ciertamente no pude encontrarlo, y se hizo para una película sorprendentemente débil.",negative
"Disfruté mucho la novela de Margaret Atwood 'The Robber Bride', y estaba encantada de ver que había una versión de película. Una mujer marca a un novio de policía para su propio asesinato, y su amigo, un ex periodista de la policía, trata de limpiar su nombre al revisar las locas amigas locas de la mujer muerta. Es afortunado que el script de la película corrige la trama torpe de la Sra. Atwood centrándose en la historia de estos dos hombres, las víctimas de las mujeres del esquema ... je. Está bien, me tienes. Si estos tipos se mencionan en el libro, y estoy bastante seguro de que están totalmente compensados ​​para la película, comeré la cubierta de polvo de mi copia dura. Aparentemente, los tres personajes femeninos principales de la novela no son suficientes para llevar la película. Las manipulaciones de Zenia no son interesantes a menos que los vemos que les sucedan a un hombre, y la vida de un hombre está jodida. Roz, Charis y Toni cuentan sus historias, a un hombre. Porque no es importante si un hombre no las oye. Me gustó los personajes del libro. Duele verlos empujados hacia un lado para la historia de un hombre. Normalmente no busco ángulos feministas en los medios de comunicación, y traté de disfrutar de la película como está. Si no hubiera leído el libro, podría haber disfrutado mucho más. Entonces, si te gusta el policía y el ex policía, y quieres leer más sobre ellos, estás fuera de la suerte. Lea la novela, si desea disfrutar de la deliciosa prosa y la caracterización en capas sutiles a través de una parcela. Es la misma parcela: la película la excavó, la planchó y la roció con angustia masculina. Es como la venganza de Zenia en Margaret Atwood.",negative
"Esta película obtiene un 10 porque hay una gran cantidad de Gore. Quien se preocupa por la parcela o la actuación. Esta es una gente de cine de horror italiano para que sepa que no puede esperar mucho de la actuación o la trama. Todo el mundo conoce a FulciTomó imágenes de otras películas y se lo agregó a este, ya que nunca he visto ninguna de las películas de las que tomó las imágenes, no me importó. El padrino italiano de Gore Out se hizo con esta película. Este es uno de losPelículas italianas más goledes que jamás verás. No se debe tener una caza de Gore sin esta película en su colección de películas de terror. Esta película no importa lo que sea un sueño de Horehounds.",positive
"Ingrid Bergman, jugando al dentista, la recepcionista fiel de Matthau, que alberga un poco a su jefe, es absolutamente maravilloso en esta película.Ella maneja el ingenioso reparador en el guión con Aplomb y roba una escena excelente donde ella y Goldie Hawn hablan en una cabina discográfica (el monólogo de Ingrid es un frente, pero su rostro le dice que cree en él con todo su corazón).Matthau es una opción extraña para el hombre líder (es demasiado viejo para Goldie Hawn y demasiado sin refinar para Bergman, por no mencionar demasiado para ser un dentista), pero me gustó la forma en que intenta con dificultad para complacer a Goldie y tropieza tratando de liberarél mismo de una mentira.Hawn (que ganó un Oscar de apoyo) es tan fresco y burbujeante como ella es hoy.Esta habitación Farce no es terriblemente sofisticada (y le recuerda débilmente uno de ""cualquier miércoles"" además), pero es un alivio bienvenido de las comedias ruidosas y orientadas al adolescente que salen hoy.""Cactus Flower"" es un hermoso suspiro!*** de ****",positive
"""Un director de televisión aburrido se presenta a las artes negras y la proyección astral por su novia. Aprendiendo la capacidad de separar su espíritu de su cuerpo, el hombre encuentra un interés renovado en su vida y un sentido de bienestar. Desafortunadamente, el hombre descubre mientras Él está durmiendo, su espíritu deja su cuerpo y su cuerpo incontrolado deambula por las calles en un alboroto asesino, ""de acuerdo con la sinopsis de la funda de DVD. La sinopsis no es del todo correcta, por lo que resulta. En su lugar, la película se abre con una vertiginosa. ""Fuera de cuerpo"", ejemplo del director guapo Winston Rekert (como la experiencia del cuerpo astral ""de Paul Sharpe); También presagia una próxima pelea de perros. Joven andrew Bednarski (como Matthew Sharpe), siendo un niño, dibuja fotos de ""The Blue Man"", como comienza su juerga de asesinato. Hermoso detective John Novak (como Stewart Kaufman) descubre que las víctimas están conectadas al Sr. Rekert. La investigación del Sr. Novak lleva a lo sobrenatural; Un excelente ejemplo de lo que es Karen Black (como Janus), con quien rekert teme que se está enamorando. Evierte en el reparto. Pero, ""el hombre azul"" se vincula atándose en un nudo. Aka ""Eternal Evil"", su historia insatisfactoria trata de ser demasiado inteligente por su propio bien.",negative
"Ah, sí, la década de 1980, una época de reajanómica y astuto, Chuck y una gran cantidad de otras estrellas de acción que se esconden en una selva remota que sopla los comidas.En el momento en que no pude creer cómo las películas como RAMBO, Faltan en acción y valor incondicional (¿y quién puede olvidar el ridículo amanecer rojo?) Hizo dinero en la taquilla, son festivales de la mierda de acción turgínea con un derecho de apagado.Agenda de ala y han fechado muy mal.La guerra de Troma es una lengua en la mejilla, asume este tipo de películas, pero tiene que preguntarse, ¿necesitaban una falsificación en el primer lugar?Por supuesto que no .La guerra de Troma carece de cualquier tipo de sofisticación, aunque hace el punto de que no hay una diferencia real entre los tiranos de derecha y los de izquierda, y a veces se siente más como una película de grado Z que un envío.Tal vez es?",negative
"Este cuento basado en dos piezas de Poe de Edgar Allen (""La caída de la casa de la casa"", ""Danza de la muerte"" (poema)) es en realidad bastante espeluznante de principio a fin.Es similar a algunas de las antiguas películas en blanco y negro sobre las personas que se encuentran en una antigua casa decrépita (por ejemplo, ""el gato y el canario"", ""la vieja casa oscura"", ""noche de terror"", etc.).Boris Karloff juega un inventor de muñecas de tamaño natural que aterroriza a los invitados.Muere temprano en la película (¿o él?) Y los residentes de la casa están sujetos a una serie de experiencias aterradoras.No voy a entrar demasiado detalle aquí, pero definitivamente es una visita obligada para los fanáticos de los viejos misterios de la Casa Oscura. Es una gran cantidad de palomitas de maíz y refrescos en una habitación oscura.Dan Basinger 8/10",positive
"¡Estoy tan feliz y sorprendido de que haya tantos intereses en esta película!Jack Frost fue mi introducción en las películas producidas y distribuidas por A-Pix Entertainment, y sin excepción, ¡todo lo que se ocupa de esta compañía es una mierda pura!Primero, y esto es muy importante, ¡nunca ve a esta película sobrio!¿Por que lo harias?A diferencia de muchas otras películas enteradas, esta que siento, se hizo intencionalmente mala.Simplemente no puedo superar lo falso que está el muñeco de nieve, por lo que siempre se muestra brevemente, ¡la forma en que se mueve es la mejor!Esta película es Waaaaaaaaaaaay mejor que la pieza de Michael Keaton, Becuz, que también fue una buena película, y esa versión es tan mala como esta.",negative
"""La revuelta de los zombies"" prueba que tener la misma directora renovar y reciclar una idea no necesariamente dificulta el rayo dos veces. Los Halperin Brothers, responsables del clásico de horror ""Zombie White"", hicieron este triple pieza de basura a unos pocos años. Más tarde, en efectivo de su popularidad e incluso reciclados los primeros primeros de los ojos de Lugosi de esa película anterior. Hubo una batalla de la corte con los propietarios de derechos de la película ""Blanco Zombie"", que no querían que los Halperins pudieran usar la palabra ""zombie"" en este título. Esa palabra era lo único que podría ayudar a esta película, porque, como todos saben, las películas malas pueden ganar mucho más dinero simplemente haciendo que la palabra ""Zombie"" aparezca en el título. Sabiendo lo que Victor Halperin fue capaz de unos años antes, solo hace que esta película no interesante sea más insultante. Parece que nunca dirigió otra película de terror después de esta debacle. Los zombies aquí parecen ser verdaderos caminando muertos, sino simplemente víctimas de hipnotismo. ¿Janna la creación de un ejército de zombies controlado por la mente? Esté preparado para romper unos huevos, incluido el suyo. La parcela coja: el hombre se enamora de la mujer del esquema que juega con su corazón y se compromete con él solo para hacer a su amigo, a quien ama, celosa. Esto le envía a un hombre a una espiral de locura en la que intenta usar las técnicas de control de la mente zombie para cambiar las cosas a su ventaja en un intento de ganar a una mujer que no vale la pena escupir. Esto incluye uno de los desarrollos de la trama más evidente. He visto nunca. Tendrías que ser ciego o estúpido para no ver la finalización. La actuación no es ni siquiera es buena. Esta película hace que el ""rey de los zombies"" racialmente insensible (que apareció en el mismo Doble Bill DVD que compré) parece una obra maestra de terror atmosférica en comparación y nos recuerda que no todas las películas en blanco y negro son un clásico. Hace que los ""invasores invisibles"" de Sci-Fi Atomic Sci-Fi Alien Zombie. Esta es una gran bola de queso tan ridículamente melodramática, probablemente podría hacer que muchos de los fanáticos de la película coreana (películas de Corea del Sur a menudo se conocen por su uso de Melodrama). Los créditos enumeran las películas favoritas de la compañía con nombre irónicamente. No estoy seguro de quién sería una película favorita, pero obviamente son un idiota. No se recomienda para los fanáticos de: zombies, romance o películas clásicas.",negative
"Las quejas son válidas, para mí, el mayor problema es que esta telenovela está demasiado dirigida a las mujeres.Estoy bien con estos jabones nocturnos, como la anatomía de Gray, o fea Betty, o West Wing, porque hay historias interesantes incluso con las que nunca terminarán.Sin embargo, cuando la idea paralela a los jabones diurnos dirigidos a simplemente poner hombres hunky (Taye Diggs, Tim Daly y Chris Lowell) en la tensión sexual y los juguetes, y numerosas situaciones difíciles ridículas en un pequeño hospital, parece un hospital general.... o una contraparte femenina a Baywatch.Eso fue lo que los hombres quería y lo tenían, así que si esto es lo que las mujeres quieren, así que es así, pero la idea de que este es un alto espectáculo de cejas (o algo que los hombres verán) no es realista.",negative
"Esta película fue una de las mejores películas que he visto este año. No vi ningún campeón en la película, pero sigue siendo bastante bueno. Es similar al Anchorman en el departamento de humor, pero creo que esta es una película mejor presentada. En realidad tiene un punto. Si vas a ver un montón de T & A, te decepcionará. Sólo una película bien presentada !!!! Si no tienes nada que hacer por el día o necesitas mucho humor, encontrarás que esta es una película realmente buena. Definitivamente creo que la revisión de Ebert y Roeper de esta película está justo. Quiero decir, realmente no me gusta Ebert en la mayoría de las películas, pero esta es la película de la que estaré de acuerdo. La película contiene una buena historia que es realmente creíble que este tipo de personas estén ahí fuera. Definitivamente, hay algo que decir sobre cómo tratan la virginidad en esta película. Sí, claro, te eches a reír cuando se descubre, pero todavía sugiere que espere. Steve hizo un trabajo maravilloso de retratar a la persona que hizo en esta película y, sin embargo, todavía es divertida.",positive
"Recuerdo que ver esta película a mediados de los años 80 lo pensó en una pieza bien ritmo y bien actuada.Ahora trabajo con bastante frecuencia en la Plaza de Berkeley y la tenía que obtener una copia de DVD para recordarme a mí mismo lo poco que ha cambiado el área, aunque mi oficina es nueva, a solo 30 segundos de ""The Bank"".Incluso Jack Barclays: concesionario de automóviles todavía está vendiendo bentleys y rolls Royces. Se parece a que el DVD se entregará pronto.La copia de la Región 1 I es de muy mala calidad.Esperemos que lo hayan limpiado. Solo la secuencia de escape ligeramente poco fiable de la cancha estropea lo que de otra manera sería una gran película, pero supongo que está en línea con la etiqueta de la alcaparra.",positive
"Hace dos horas, estaba observando esta brillante película que me abrumó con su fotografía de encarcelamiento. Es bastante comprensible cómo ganó el premio de la mejor cámara en Cannes 2000. Los primeros planos lo predominaron. Close ups de paredes, humanos y de muchas otras cosas. La iluminación de colores cálidos (que también suele ser por el director) le dio a la película un ambiente cálido. Solo dos personas se ve principalmente en la mayor parte de ella. Una música interesante y especialmente tres canciones o temas acompañaron la película casi todo el tiempo. Cada uno de estos temas representa un cierto ambiente durante toda la película. El silencio y los movimientos lentos caracterizan la película. Algunas escenas fueron momentos extendidos o un grave de primeros planos. No solo Tony Leung merece un premio por su excelente actuación desde que Maggie Cheung también fue tan brillante. Me pregunto cuántos vestidos llevaban en las diferentes escenas. La historia también se conectó de alguna manera con la historia de Hong Kong y la región la década de 1960. Esto me impidió comprender algunos detalles de lo especialmente al final. En resumen, recomendaría los fanáticos de las películas artísticas para verlo en el cine.",positive
"Afortunadamente para Bill Murray, este es un proyecto tan ligero, ya que casi tiene que llevarlo. Las albóndigas son la historia del campamento de bajos alquileres Northstar y cómo sus consejeros tratan con los campistas, así como los demás. Luego, está muy hecho de sus ricos rivales de todo el lago llamado Camp Mohawk, que culmina en una competición olimpiada de dos días. Por encima de todo, todo es Bill Murray payasando y haciendo un recubrimiento de película bastante memorable. La película está espolvoreada con risas de tamaño mediano, risitas y más de unos pocos chafflaws en el camino. Las risas más grandes provienen de las bromas jugadas en el director de Nerdy Camp. Tres de ellos involucran a los consejeros moviendo su cama afuera en varios lugares mientras él está durmiendo. Morty, o ""Micky"", ya que todos lo llama, se despierten a lo largo de un camino, ensartando en algunos árboles varios pies sobre el suelo, ¡y finalmente flotando en una balsa en el centro del lago! También hay algunos momentos divertidos que involucran a los consejeros que se golpean unos con otros, pero esta es una película calificada por PG con poco en el camino de la cena. La película toma una nota seria que involucra a un timbre tímido llamado Rudy, que es interpretado por Chris Makpeace. Por supuesto, depende de Murray que le enseñe al niño a abrirse y darle la confianza que necesita para dirigir una maratón durante la Olimpiada. El sentimentalismo de la situación de Rudy parece atribuida a un gran grado. Observe cómo cuando Murray primero ve al niño sentado solo en la hierba después de salir del autobús, le dice: ""Debe ser el niño corto deprimido que pedimos"". Te hace preguntarte si esa línea estaba realmente en el guión o Murray estaba simplemente de liberación de anuncios mientras las cámaras estaban rodando. En otras palabras, Murray también podría haber dicho a MakePeace: ""Debe ser ese actor que contratamos para jugar al niño solitario estereotípico que ves en la mayoría de las películas de campamento de verano que no encaja"". Pero antes de que termine, el rendimiento de Murray hace que este dispositivo de trazado sea más que soportable. Él realmente parece tener una buena química con MakePeace. La película culmina con los juegos entre los dos campamentos rivales. Muy poco de los eventos que se nos muestran son incluso ligeramente creíbles, pero ""simplemente no importa"". Esta es una película bastante buena en muchos niveles. No dejes que la calificación absurda 5.6 esta película se está asustando actualmente. Murray te mantendrá riendo en todo. Acabo de ser advertido ..... ¡Evita las secuelas !!!! Especialmente el de Corey Feldman !! 8 de 10 estrellas. El perro.",positive
"""El Danés Bladerunner"" está declarado audazmente en la caja.¡¿Me estás tomando el pelo?!Esta película es un arrastre completo.Cuando tengo sed y voy por un refresco en la cocina, generalmente me detiene la VCR, así que no extrañaré nada.No esta vez.De hecho, me encontré pareciendo largo y duro en la nevera, así que no tendría que volver.¿Por qué demonios no hay un guionista de ciencia de la ciencia que tenga la pista más vaga sobre cómo funcionan las computadoras?Es MindBoggling.Uno de los locales de la película, es que nuestro héroe (que es un pirata informático), tiene un pequeño cojemandante para ayudarlo (la CLIP de Microsoft Office finalmente se detuvo en el futuro).Cuando pierde el asistente en la película, está indefenso y no puede entrar en computadoras.¡Es un hacker!Es como decir, que no puedes conducir tu auto, si no tienes tu afortunado ""conducir-gorra"".Ni siquiera voy a entrar en el efecto del rayo cuando reciba el electroshock ...",negative
"Esta película muestra un clip de la mutilación animal en vivo de un animal que se hacía hackeado por un machete y se estafó la piel.Sé que estas horribles cosas suceden en el mundo, pero estoy viendo películas basadas en el hecho de que lo que estoy viendo no está sucediendo en la pantalla.Estos clips de animales en vivo no están destinados a estar en películas, están destinados a mostrar a las personas que pertenecen a ciertas organizaciones para ayudar a las cosas horribles que humanos para hacer otras especies. Esto debería ser prohibido y destruido.¡También me contacté con Netflix y otros recursos para colaborar en el mercado de esta película! Esta película debe ser eliminada del público.La persona que hizo de esta película necesita ayuda psicológica.",negative
"Cualquiera que piense que Kool Moe Dee, Carol Alt, y Corey Feldman comprenden una lista de buenos actores, debe estar fumando algo que me encantaría probar en algún momento. Donde comenzar: pésima banda sonora, Hammy actuando, ""Acción"" en lugares. Este es el típico forraje de pirateo aficionado que se ha convertido en el amor y nunca fue el amor de la estrella. En realidad me sentí avergonzado por las ""estrellas"" en esta ""película"". El único Thespian desapareció en la cima de este turd fue Gary Coleman, quien, si hubiera estado en la película, lo hubiera hecho, al menos algo tan guapo, en lugar de simplemente una simple. Había una parte en la película donde gritó Carol Alt, ""¿Crees que soy un idiota?!"" Sí, Carol, lo hago, su agente lo hace, y por favor por el amor de todo lo que es decente y santo ... ¡Vete y deja de degradarse así! Esta película es algo que Anna Nicole Smith participaría. Le diría lo que era la trama, pero eso sería un fragmento de frase más a este artículo, además de que mi mente se desvió muchas veces durante la película, así que apenas presté atención.",negative
"Esta película podría haber sido una re-realización decente, y Gosh sabe que lo intentó (o la Sra. Inglés lo intentó). El montaje de actores talentosos, junto con un escritor / director exitoso y experimentado, debe ser una fórmula para una película decente. Pero la experiencia de la Sra. Inflish, según su IMDb Bio, se limita exclusivamente al trabajo televisivo, y es muy obvio en toda esta película. Me sorprende que ninguna de las críticas que haya leído mencionar lo que más fue poco probable en esta película, y Lo que le impidió alcanzar incluso una parte de su potencial: se veía y se sentía como si estuviera hecha para la televisión. Para dar un poco de crédito a la Sra. Inglés, muchos de los chistes que simplemente no trabajaron en una pantalla de cine hubieran sido excelentes en la televisión (y tal vez una pista de risa habría ayudado). Mucho del uso de la cámara y la iluminación habrían jugado bien en la televisión, pero se veía incómodo o extraño en una pantalla grande. Si toda la película había sido cortada en una mini serie o en una situación, creo que podría haber funcionado. Pero esto es el cine y, lamentablemente, los talentos de la Sra. English no se tradujeron. ¡Me encogí en tantos puntos diferentes en mi vergüenza para los actores y los escritores que sentí que salí del teatro medio arrugado! Meg Ryan es su habitual alegre, lindo mismo (a excepción de la terrible cirugía plástica que ha tenido en su rostro), pero ¿a dónde tuvo la oportunidad de usar su talento? Ella ha hecho películas donde no recrea su papel de escritura estéreo y les hizo bien ... pero no aquí. Annette Bening pareció simplemente pasar por los movimientos, ¡un gran talento y, sin embargo, un rendimiento tan pobre! Disfruté de los otros personajes de las mujeres, pero eran más caricaturas que la sustancia, y estaba triste ver. Lo que funcionó en esta película en la década de 1930 no se traduce a la década de 2000, y nadie ayudó a la Sra. English obtener los cambios y actualizaciones o sutilezas a la derecha. Si solo ella (como escritora, directora y productora) había tenido alguna ayuda, creo que podría haber sido bueno. Pero no lo fue. ¡Es tan frustrante ir a una película que tiene buenas estrellas y un buen escritor o director, y venir sintiendo que fue un desperdicio de tiempo y dinero de todos! Esta caricatura de Nueva York que vi ayer es apropiada: algunos ejecutivos de películas están teniendo una reunión y el título lee: ""¡Vamos a rehacer un clásico con peor todo!""",negative
"Me parece muy intrigante que Lee Radziwill, la hermana de Jackie Kennedy y el primo de estas mujeres, alentarían a los Maysles 'a hacer ""Big Edie"" y ""Little Edie"" el tema de una película.Ciertamente, podrían considerarse los ""esqueletos"" en el armario de la familia.Las características adicionales en el DVD incluyen varios diseñadores de moda contemporáneos que acreditan algunas de sus ideas a estas mujeres extrañas.Yo diría que cualquier persona interesada en la moda encontraría la discusión de estos diseñadores fascinantes.(es decir, """" ¿Están frutos secos? O estoy perdiendo algo? "").Esta película es difícil de conseguir.Netflix no lo tiene.Sin embargo, las facetas lo hacen.",positive
"C'Mon Chicos Algunos críticos anteriores casi han escrito una novela comentando en este episodio. ¡Es solo un viejo programa de televisión de los años 60! Este episodio de Star Trek es notable debido a la nena más seria (Yeoman Barrow) siempre utilizada en Star Trek y el hecho de que se filmó en una ubicación real al aire libre. A diferencia de la serie TNG y Voyager, que se limitaban totalmente a las etapas de sonido. Este uso de una ubicación al aire libre (y nena) proporciona una profundidad adecuada y una película casi como la calidad a un episodio bastante ordinario de este show ahora fechado y muy familiar. Excepto algunos Notables excepciones, es decir, ""la ciudad en el borde de siempre"", ""TEMA DE ASIGNACIÓN"" Y ""Mañana es ayer"", la antigua serie de Star Trek debe estar seriamente balizada y apagada de su miseria aburrida. La media docena de buenos episodios de 79 es un promedio de bateo más deficiente. Esto es típico de las cosas aburridas Gene Roddenberry producido en parte, en realidad, en contra de la creencia popular donde algunas personas adoraban al suelo, ¡en realidad hizo una gran cantidad de basura! Él no merece ser hablado de la misma respiración que Irwin Allen, por ejemplo, mira el conjunto del Puente de la Empresa desde un punto de vista moderno. Usaron madera contrachapada tambaleante para el piso, sillas de cafetería con respaldos de plástico y cartón barato sobre los paneles de instrumentos. ¡Puedes ver claramente los pliegues en el papel! ¡Cada gasto se salvó o qué!",negative
"Acabo de ver esta película en su primera noche de curiosidad y la transalgia. Me gustó (no amado) ""Mork & Mindy"" como un niño, sobre todo para el rendimiento energético de Robin William. Esta película me hizo recordar por qué. ¿Fue el espectáculo original genial? En realidad no, pero Robin ciertamente fue. Lo que me lleva a esta película. Estaba gratamente sorprendido, no esperaba nada más que una pintura por números, retención cronológica del espectáculo (que de una manera era). Pero, por supuesto, el enfoque real estaba en Robin. Fue interesante ver el viaje de Robin de Luche Street Jester a National T.V Star, y cómo una diferencia tan drástica lo afectó y su larga esposa sufrida. Y mi sombrero está fuera de la estrella Chris Diamantopoulos, ya que retrató al Sr. Williams con integridad, sensibilidad y corazón; No solo una buena impresión, aunque incluso estaba muerto. (En una nota no relacionada, noté que las luchas de Robin eran de alguna manera, de alguna manera a Andy Kaufman, que fue subrayada por la red de televisión y se detuvo creativamente, pero ese es el ""taxi"" detrás de las escenas biopic.) En general, este Era una película muy agradable, en la que sentía que tengo que conocer un poco más del hombre detrás del orkan. La actuación fue sólida por todo, nunca melodramático como lo sospechaba, y la historia se movía bien. Las actuaciones que eran particularmente buenas fueron las que jugaban Garry Marshall y John Belushi (la escena en la que Belushi Heckles Robin era un grito). No es una gran obra maestra de ninguna manera (me hubiera gustado haber visto un poco más sobre Pam Dawber), pero definitivamente observable, especialmente para los fanáticos de Robin Williams y ""Mork & Mindy"" por ahí. Nanoo, Nanoo!",positive
"Cogí esta película en AZN en el cable. Sonaba como si fuera una buena película, una ""tarjeta verde"" japonesa. No puedo decir que haya disgustado una película asiática, todo lo contrario. Algunas de las películas de terror más increíbles de todos los tiempos son japoneses y coreanos, y soy un gran fanático de las películas de Hong Kong de John Woo. Soy un no adverso a una película alegre, como Tampopo o Chung King Express (dos de mis favoritos), así que pensé que me gustaría esto. Bueno, prefiero cortar mis muñecas y beber mi propia sangre que ver a esta película laboriosa y mal actuada nunca más. Pienso que el director Steven Okazaki debe haber clavado el agua con Quaalude, porque nadie en esta película tuvo una personalidad. Y cuando alguno de los personajes intentó actuar, a diferencia de murmurar una línea o dos, su desempeño se encontró como forzado e increíblemente falso. Honestamente, no pensé que nadie había actuado antes ... La única persona que sonaba genuina fue Brenda Aoki .. Me parece increíble que esto se promueve como una comedia, porque no me reí. Aún más sorprendente es que las noticias de la mañana de CBS llamaron a este ""un refrescante aliento de comedia"". No fue ni refrescante, ni un aliento de comedia. Y el final fue muy predecible, el revisor anterior debe ser un idiota para pensar en tales cosas. Aveló esta película a menos que quiera ver una línea de trama predecible aburrida y una actuación de madera. En realidad, creo que ""Spike of Bensonhurst"" es una película mejor actuada que esta ... ¡y salí a mitad de camino a través de esa película!",negative
"Antes de comenzar, déjame conseguir algo de mi pecho: soy un gran fanático del primer proyecto de película de John Eyres: ShadowCaser. La película, una cruz de grado B tanto del Terminator y de DIER, puede que no sea el trabajo de un genio cinematográfico, sino que es una película de acción enormemente entretenida que se convirtió en un golpe de culto (y se engendró dos secuelas y un giro) .Judge. y el jurado comienza con Joseph Meeker, un asesino convicto que fue enviado hasta la Fila de la Muerte luego de su captura después del llamado ""Shoody Shootout"" (lo que parece un nombre deficiente para una juerga para matar, Meeker mata a tres personas mientras intenta robar una conveniencia. Tienda), siendo llevado a la silla eléctrica. Hay una escena divertida donde Meeker habla con el sacerdote sobre vivir para el sexo, pero conocer a su único amor verdadero (que fue asesinado durante el tiroteo), expresando su venganza por la persona que la mató: Michael Silvano, una estrella de fútbol lavada que Pasa sus días viendo a su hijo Alex practicando el fútbol con su equipo de la escuela secundaria (y termina acosando el entrenador de su hijo). Pero una vez ejecutado, Meekeer regresa como un revenante (o como Kelly Perine llama ""una hamburguesa sin las papas fritas""), cuyo único objetivo es obtener su venganza, que básicamente significa hacer la vida de Silvano una miseria. Me señala el hecho de que el juez Y el jurado no es una verdadera película de terror. Es una película de acción sobrenatural, con un agricultor persiguiendo a Silvano, utilizando su capacidad para cambiar la forma (lo que equivale a David Keith se vistiendo como todo, desde un impersonador de Elvis, un chef francés (con un acento tan malo como su bigote), una reina de arrastre. , un crudo y un comediante de pie), una escopeta que dispara rondas explosivas y una invulnerabilidad a la muerte (aunque eso no detiene a Martin Kove disparando a Keith con un águila del desierto), para pagar a Silvano de nuevo por matar a la esposa de Meeker. John Eyres no parece interesado en las caracterizaciones, en lugar de enfocarse únicamente en las escenas de acción, que la película tiene un montón de. Pero esa es la falla principal de la película, ya que no hay nada que conectar las escenas de acción. La actuación es sorprendentemente buena, con Keith que ofrece el mejor rendimiento, admitido hábilmente por Kove, así como a Paul Koslo, quien juega bastante bien el policía lavado. Kelly Perine es molesto como el Cabbie que intenta ayudar, pero empeora la situación.",negative
"La pelada de Ye Lou Purple Butterfly enfrenta a una organización secreta (mariposa púrpura) contra las fuerzas japonesas en la guerra Torn Shanghai. Ding Hui (Zhang Ziyi) y su ex amante, Hidehiko Itami (Toru Nakamura) se encuentran en lados opuestos del conflicto después de una reunión casual. Estoy de acuerdo con el revisor de París. La película sustituye un conflicto semi-histórico enrevesado para una parcela, sin darle a la audiencia una sola razón para preocuparse por los personajes o sus causas. El desplazamiento repentino de tiempo no ayuda a asuntos, ya que parece completamente injustificado y sin sentido. Normalmente, no me importa las películas oscuras, pero la ausencia de luz, las imágenes de la cámara temblorosa de hueso, y las técnicas generalmente malas que hacen de la película realmente hacen que esta una película dura para ver y estar interesada en el espectador. Desde Georgia, que esta película ""tiene un estilo de edición caótica y una cinematografía claustrofóbica"", pero no creo que eso ayude a la película. El telón de fondo de la película es uno de los eventos más potentes del siglo XX, y no creo que pueda hacerlo en cualquier justicia editándolo como si fuera una película de Michael Bay. Los momentos excesivamente melodramáticos no se suman a su vigilancia. Los actores son adecuadamente melancolía. Zhang Ziyi muestra una vez más que ella tiene una gama de actuación excepcionalmente limitada mientras pasa toda la película haciendo lo que parece hacer mejor en todas sus películas, criando y mirando generalmente molesto. Sin embargo, al menos agrega alguna variedad a este rol por la crianza de las caderas y participa en la peor escena de love-fabricación desde Michael Biehn y Linda Hamilton en el Terminator. Todas en todas, una película muy decepcionante, especialmente al ver cómo proviene del director. de suzhou él. 2/10",negative
